OBJECTID,REF_ID_COD,UNIQUE_ID,DATA_SOURC,LOC_METHOD,ORIG_ID,SLIDE_NAME,LENGTH_ft,WIDTH_ft,DEPTH_ft,SLOPE,TYPE_MOVE,MOVE_CLASS,CONTR_FACT,TYPE_MTRL,AREA_ft2,VOLUME_ft3,DEEP_SHAL,DAMAGES,LOSSES,COMMENTS,ANNUAL_COST,REPAIR_COST,YEAR,DATE_RANGE,REACTIVATION,MONTH,DAY,x,y
14471,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13772409.5331017,5695141.98930415
14472,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13758111.3848484,5697386.38474392
14473,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13756969.3352727,5698600.54051426
14474,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13791592.8357005,5695766.66136726
14475,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13799673.1624117,5695468.79552249
14476,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13798400.6145845,5699048.65372118
14477,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13772233.099318,5699597.14474959
14478,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13756953.9975301,5700548.68518908
14479,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13758718.6981683,5705177.87088536
14480,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13756080.2157455,5707694.3438793
14481,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13755661.2340567,5707753.24086762
14482,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13755353.2378022,5707873.84405793
14483,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13755295.9767276,5707430.70537332
14484,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13755300.2906767,5707303.32327974
14485,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13755959.8755764,5707078.66161194
14486,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13754722.6408583,5708088.30590356
14487,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13754668.4066812,5707908.57978104
14488,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13754619.9617963,5707762.71854016
14489,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13754653.0066438,5707616.0828972
14490,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13754667.5238897,5707397.44492674
14491,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13756810.7590412,5709911.75954968
14492,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13756755.7977953,5709895.64919732
14493,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13757358.7205038,5709484.35603471
14494,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13757332.7005907,5709696.66658757
14495,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13760784.8647994,5708211.59911437
14496,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13761447.3256279,5708422.64069523
14497,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13761894.6687314,5709707.57036913
14498,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13761802.0373379,5709236.18340881
14499,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13758383.7107747,5711809.17511493
14500,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13753142.3057213,5710727.4812926
14501,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13757033.9266492,5716401.39097648
14502,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13755665.2728889,5720140.55233908
14503,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13781044.4451115,5702529.19952013
14504,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13783047.1017386,5704786.00234169
14505,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13782031.4611516,5705766.01740894
14506,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13782340.2318437,5706275.26947146
14507,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13782845.9263795,5706200.27421506
14508,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13782821.663415,5706122.50274939
14509,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13782374.5792493,5706416.24623551
14510,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13783067.7388181,5706273.0696198
14511,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13783760.5799665,5706646.31677426
14512,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13788724.1446089,5707235.54648183
14513,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13796028.6989883,5710431.6471315
14514,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13786059.28868,5711768.89019712
14515,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13796897.1451473,5712022.73875649
14516,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13785934.0645291,5713968.63894502
14517,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13785592.7560856,5715760.79195872
14518,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13785425.7610937,5715368.87979327
14519,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13785064.1396242,5715692.90170267
14520,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13785001.1969885,5715295.22833596
14521,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13784260.2334213,5715281.42693666
14522,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13784702.6173009,5717066.14285929
14523,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13785658.7268805,5717015.03340932
14524,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13785899.8085782,5717220.50748567
14525,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13785291.4809139,5716940.5556024
14526,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13789203.1172869,5718425.52164187
14527,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13783637.1188587,5724000.63264484
14528,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13784432.7967907,5725575.40638773
14529,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13795573.2274,5726494.26622936
14530,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13795512.8292351,5726642.52018812
14531,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13783987.9000738,5726058.68540829
14532,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13785048.2704507,5727887.15016409
14533,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13785043.6918686,5727811.43246174
14534,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13784600.9657096,5733104.01683918
14535,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13790849.7115423,5744832.18987689
14536,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13800618.0439431,5744133.65452583
14537,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13801079.2707921,5743963.49170518
14538,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13801092.556112,5744026.80268663
14539,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13785176.4041517,5731228.97619428
14540,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13791756.3404941,5728638.91510536
14541,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13785864.5278741,5712022.35316449
14542,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13782868.7650997,5706177.00990874
14543,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13782290.1236697,5706427.61422206
14544,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13782117.9984528,5706135.45683333
14545,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13782501.5262589,5706288.43159236
14546,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13747777.0647594,5715250.68663802
14547,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13772127.2996351,5687468.20820221
14548,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13791523.541233,5674880.74702177
14549,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13797774.4974381,5675283.5696491
14550,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13800326.971655,5658265.24423059
14551,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13804404.6012411,5630269.67760402
14552,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13800328.2467264,5632058.64611865
14553,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13799655.5513631,5632940.63916285
14554,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13782384.7749907,5643208.70367488
14555,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13800429.1711026,5674621.38903037
14556,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13791800.4537068,5675951.16904172
14557,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13801033.1200978,5675207.08640854
14558,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13798391.5560314,5676795.47361908
14559,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13793767.9701391,5678117.40883233
14560,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13795652.2932641,5679998.78512108
14561,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13795629.3722748,5679954.43678748
14562,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13793064.8543498,5680002.67392979
14563,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13793076.7572303,5679962.91076621
14564,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13793063.1766849,5679925.71919618
14565,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13793021.2947962,5679895.74708144
14566,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13790238.3809116,5680489.94770169
14567,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13792963.1098901,5682456.92879539
14568,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13792882.12947,5682464.83133074
14569,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13787794.9951676,5683880.72767094
14570,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13770741.865801,5693722.39763669
14571,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13769802.6949388,5692711.12081754
14572,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13769923.36359,5692907.53160862
14573,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13762885.5514563,5696298.71436559
14574,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13768995.7403865,5696198.68366991
14575,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13791158.5434476,5695765.95199164
14576,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13775180.9293079,5697044.69279988
14577,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13772146.4323754,5697070.75995695
14578,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13749551.8984731,5713013.77924453
14579,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13762477.1077311,5702521.23954619
14580,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13761463.9944889,5712497.20510055
14581,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13761564.7098305,5712325.15230467
14582,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13754823.5790918,5716947.57998392
14583,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13754831.6187574,5717123.14799904
14584,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13788633.8344194,5709216.31476803
14585,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13785167.9573636,5711706.89232691
14586,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13795985.4527905,5712164.22014272
14587,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13785200.3082111,5717168.81274663
14588,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13784849.2058824,5717045.1353973
14589,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13793138.5090812,5717070.67326076
14590,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13793110.4944,5716539.60976431
14591,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13793288.4683621,5716896.11183244
14592,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13789053.2266179,5717217.13476184
14593,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13788786.3112057,5721852.68039433
14594,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13788669.4002283,5722506.84441713
14595,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13788730.098189,5722511.93259723
14596,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13785409.6054516,5730585.01123773
14597,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13785411.5581964,5730521.15323311
14598,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13777876.9225693,5731085.06610258
14599,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13777509.9257286,5730304.02965521
14600,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13784991.0582193,5731125.98564061
14601,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13784523.2322989,5736815.79860058
14602,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13796386.6805834,5741485.61155648
14603,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13796260.7027071,5741626.21881075
14604,CalhNC2020a, ,NAIP, , , ,0,0,0,0, , , , ,0,0, , , , ,,,,,,,,-13795083.057225,5745632.59107987
14605,ODOT2011,LS_1099,Oregon Department of Transportation, ,SL009-0102-92RS1, ,0,0,0,0, ,Landslide, , ,0,0, ,Road Impact:LS leaves 2-way traf;Lanes Affected:1;, , Hwy Name:Oregon Coast; Hwy Number:009;Mile Post:102.92;Frequency:4 to 5 times a yr;,,,,,,,,-13798455.0745778,5628445.32074843
14606,HoffRJ2000,LS_3602,Federal Highway Administration,Latitude - longitude and/or Hwy - milepost values in damage reports.,1324, ,0,0,0,0, , , , ,0,0, ,Slides., , ,,,,,,,,-13798429.0351602,5628461.09439846
14607,HoffRJ2000,LS_10193,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,5654,9602-207-02,260,79,0,0, , , , ,0,0, , , ,Slide did not reach second order stream channel.,,,,,,,,-13798114.470108,5638492.86982961
14608,HoffRJ2000,LS_10204,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,5665,9602-209-01,110,51,0,0, , , , ,0,0, , , ,Slide did not reach second order stream channel.,,,,,,,,-13798300.2536459,5635910.05832558
14609,HoffRJ2000,LS_10211,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,5672,9602-174-04,1270,69,0,0, , , , ,0,0, , , ,Slide did not reach second order stream channel.,,,,,,,,-13792230.3907982,5632182.67842004
14610,HoffRJ2000,LS_10215,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,5676,9601-145-01,290,48,0,0, , , , ,0,0, , , ,Slide did not reach second order stream channel.,,,,,,,,-13789512.8077553,5630424.16167257
14612,HoffRJ2000,LS_10349,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,5560,133-01,210,79,0,0, , , , ,0,0, , , ,Slide did not reach second order stream channel.,,,,,,,,-13787586.2243452,5664376.44222114
14613,HoffRJ2000,LS_10364,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,5575,9602-186-01,200,59,0,0, , ,Road Related, ,0,0, , , ,Slide did not reach second order stream channel.,,,,,,,,-13793393.1594246,5663165.3058878
14614,HoffRJ2000,LS_10377,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,5588,9602-199-01,180,48,0,0, , ,Road Related, ,0,0, , , ,Slide did not reach second order stream channel.,,,,,,,,-13795298.6142029,5660712.47465152
14615,HoffRJ2000,LS_10384,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,5595,9602-199-02,460,54,0,0, , , , ,0,0, , , ,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",,,,,,,,-13794262.6100299,5659233.45783699
14616,HoffRJ2000,LS_10385,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,5596,9602-184-01,130,50,0,0, , , , ,0,0, , , ,Slide did not reach second order stream channel.,,,,,,,,-13791606.3217262,5659320.94596329
14617,BurnWJunpub2014,LS_11853, ,Air Photos, , ,35,20,0,23.6967,EFL,Earth Flow,Natural,Coast Range Sediments,446651,0, , , , ,,,,,,,,-13788380.9834886,5663040.83374687
14618,HoffRJ2000,LS_3393,Federal Emergency Management Agency (FEMA) Region 10 and Oregon Emergency Management (OEM),Latitude and longitude values reported in Damage Survey Reports (DSRs).,1115, ,0,0,0,0, , , , ,0,0, ,SLIDE REMOVAL, ,1415 CY OF SLIDE MATERIAL HAULED AWAY BY COASTWAY CONSTRUCTION,,,,,,,,-13782918.9022374,5665790.40189784
14619,HoffRJ2000,LS_10363,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,5574,071-04,260,69,0,0, , , , ,0,0, , , ,Slide did not reach second order stream channel.,,,,,,,,-13779521.0206954,5663431.48233685
14620,HoffRJ2000,LS_10365,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,5576,121-02,470,59,0,0, , , , ,0,0, , , ,Slide did not reach second order stream channel.,,,,,,,,-13783220.86806,5663125.14453215
14621,BurnWJunpub2014,LS_11834, ,Air Photos, , ,100,40,0,31.2955,DFL,Debris Flow,Recent Clear cut,Siletzia,490799,0, , , , ,,,,,,,,-13769422.1273456,5666755.20139389
14622,BurnWJunpub2014,LS_11835, ,Air Photos, , ,50,18,0,27.1428,DFL,Debris Flow,Recent Clear cut,Siletzia,490669,0, , , , ,,,,,,,,-13769475.994147,5666690.89494771
14623,BurnWJunpub2014,LS_11836, ,Air Photos, , ,60,18,0,31.4979,EFL,Earth Flow,Recent Clear cut,Siletzia,490504,0, , , , ,,,,,,,,-13769542.8226805,5666573.30431379
14624,BurnWJunpub2014,LS_11854, ,Air Photos, , ,50,60,0,15.9554,EFL,Earth Flow,Recent Clear cut,Coast Range Sediments,466152,0, , , , ,,,,,,,,-13779948.2220565,5663174.53279811
14625,BurnWJunpub2014,LS_11856, ,Air Photos, , ,45,30,0,5.29394,EFL,Earth Flow,Recent Clear cut,Coast Range Sediments,442111,0, , , , ,,,,,,,,-13790706.643953,5671832.05286999
14626,BurnWJunpub2014,LS_11857, ,Air Photos, , ,60,20,0,5.91461,EFL,Earth Flow,Recent Clear cut,Coast Range Sediments,436108,0, , , , ,,,,,,,,-13793346.9298204,5672807.0363821
14627,HoffRJ2000,LS_10427,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,5476,9602-192-01,170,56,0,0, , ,Road Related, ,0,0, , , ,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",,,,,,,,-13794531.3269157,5681217.26178357
14628,HoffRJ2000,LS_10428,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,5477,9602-192-02,460,80,0,0, , ,Road Related, ,0,0, , , ,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",,,,,,,,-13794358.4905589,5680543.46971563
14629,HoffRJ2000,LS_10429,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,5478,129-04,170,54,0,0, , ,Road Related, ,0,0, , , ,Slide did not reach second order stream channel.,,,,,,,,-13787187.990048,5680424.34962357
14630,HoffRJ2000,LS_10430,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,5479,9602-192-03,690,76,0,0, , ,Road Related, ,0,0, , , ,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",,,,,,,,-13791864.7974301,5679783.9420012
14631,HoffRJ2000,LS_10432,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,5481,129-01,330,75,0,0, , ,Road Related, ,0,0, , , ,Slide did not reach second order stream channel.,,,,,,,,-13789138.4303547,5679261.62037965
14632,HoffRJ2000,LS_10434,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,5483,9602-193-04,510,59,0,0, , , , ,0,0, , , ,"Deposit, slide reached second order stream channel and stopped at junction with larger stream.",,,,,,,,-13798339.7189384,5677743.98445065
14633,HoffRJ2000,LS_10436,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,5485,9602-193-01,290,54,0,0, , , , ,0,0, , , ,Slide did not reach second order stream channel.,,,,,,,,-13798969.8045602,5677597.24631634
14634,HoffRJ2000,LS_10439,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,5488,9602-193-03,630,62,0,0, , ,Road Related, ,0,0, , , ,Slide did not reach second order stream channel.,,,,,,,,-13794389.2155041,5677020.86963103
14635,HoffRJ2000,LS_10442,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,5491,9602-190-01,470,46,0,0, , ,Road Related, ,0,0, , , ,Slide did not reach second order stream channel.,,,,,,,,-13793517.7605622,5676653.31206056
14636,HoffRJ2000,LS_10443,USDA-Siuslaw National Forest,GIS file provided - based on aerial photograph interpretation.,5492,9602-193-02,160,57,0,0, , , , ,0,0, , , ,Slide did not reach second order stream channel.,,,,,,,,-13795468.7531259,5676614.07659811
14637,BurnWJunpub2014,LS_11858, ,Air Photos, , ,75,30,0,26.3702,EFL,Earth Flow,Recent Clear cut,Coast Range Sediments,432871,0, , , , ,,,,,,,,-13794814.2995167,5674366.3335717
14638,BurnWJunpub2014,LS_11859, ,Air Photos, , ,100,45,0,30.3307,DFL,Debris Flow,Recent Clear cut,Coast Range Sediments,443526,0, , , , ,,,,,,,,-13790364.775596,5678433.17903315
14639,BurnWJunpub2014,LS_11865, ,Air Photos, , ,70,15,0,44.3985,DFL,Debris Flow,Recent Clear cut,Columbia River Basalt,431551,0, , , , ,,,,,,,,-13795597.4895425,5679447.98989508
